date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
12-10-2024,43,As It Was,Harry Styles,94,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
12-10-2024,44,7969 Santa,Drake,81,259846,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273931aeb0d63b3e45425bd7310
12-10-2024,45,Good Love,Hannah Laing & RoRo,79,169534,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735647f33c586bfe7bb8b7a0c6
12-10-2024,46,Why'd You Only Call Me When You're High?,Arctic Monkeys,89,161123,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
12-10-2024,47,Kill Bill,SZA,91,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
12-10-2024,48,Daily Duppy (feat. GRM Daily),Nines,57,192439,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273aa9a94439cf84d49f01c0361
12-10-2024,49,Sweater Weather,The Neighbourhood,92,240400,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
12-10-2024,50,What Would Pluto Do,Drake,80,182998,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273931aeb0d63b3e45425bd7310
13-10-2024,1,Strangers,Kenya Grace,96,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
13-10-2024,2,greedy,Tate McRae,96,131872,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27322fd802bc61db666c7c81aa8
13-10-2024,3,Paint The Town Red,Doja Cat,86,230480,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
13-10-2024,4,Prada,cassö & RAYE & D-Block Europe,93,132359,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
13-10-2024,5,Sprinter,Dave & Central Cee,94,229133,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
13-10-2024,6,vampire,Olivia Rodrigo,95,219724,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
13-10-2024,7,IDGAF (feat. Yeat),Drake,87,260111,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
13-10-2024,8,Water,Tyla,89,200255,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
13-10-2024,9,Cruel Summer,Taylor Swift,99,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
13-10-2024,10,My Love Mine All Mine,Mitski,91,137773,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
13-10-2024,11,First Person Shooter (feat. J. Cole),Drake,87,247444,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
13-10-2024,12,adore u,Fred again.. & Obongjayar,84,220653,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273f14e70dbc29485778e114039
13-10-2024,13,Dance The Night - From Barbie The Album,Dua Lipa,95,176579,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
13-10-2024,14,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Chase & Status & Bou & Flowdan,80,177291,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273adfadf345224340773549507
13-10-2024,15,bad idea right?,Olivia Rodrigo,93,184783,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
13-10-2024,16,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,96,222369,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
13-10-2024,17,fukumean,Gunna,95,125040,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
13-10-2024,18,get him back!,Olivia Rodrigo,92,211141,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
13-10-2024,19,Disconnect,Becky Hill & Chase & Status,80,164914,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27309dc775999d5a6d87d156c2f
13-10-2024,20,Virginia Beach,Drake,85,251094,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
13-10-2024,21,(It Goes Like) Nanana - Edit,Peggy Gou,92,231545,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739a8459318ff1a68ecfd74522
13-10-2024,22,Slime You Out (feat. SZA),Drake,81,310490,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
13-10-2024,23,Asking,Sonny Fodera & MK & Clementine Douglas,78,191590,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273134ef642daa4982eef39577c
13-10-2024,24,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,83,319191,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
13-10-2024,25,City Boys,Burna Boy,84,153346,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27339550ce4ccf28a1a4b82a443
13-10-2024,26,Daylight,David Kushner,95,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
13-10-2024,27,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,93,215466,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
13-10-2024,28,Mr. Brightside,The Killers,87,222973,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
13-10-2024,29,8am in Charlotte,Drake,82,266847,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
13-10-2024,30,I Wanna Be Yours,Arctic Monkeys,94,183956,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
13-10-2024,31,Another Love,Tom Odell,91,244360,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
13-10-2024,32,Anti-Hero,Taylor Swift,92,200690,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
13-10-2024,33,Pink + White,Frank Ocean,90,184516,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
13-10-2024,34,Dreams - 2004 Remaster,Fleetwood Mac,88,257800,album,58,FALSE,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b
13-10-2024,35,Stick Season,Noah Kahan,84,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
13-10-2024,36,Giving Me,Jazzy,82,169000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c62f6e3708772daaa05e787d
13-10-2024,37,As It Was,Harry Styles,94,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
13-10-2024,38,Why'd You Only Call Me When You're High?,Arctic Monkeys,90,161123,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
13-10-2024,39,Kill Bill,SZA,91,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
13-10-2024,40,Sweater Weather,The Neighbourhood,92,240400,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
13-10-2024,41,Good Love,Hannah Laing & RoRo,79,169534,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735647f33c586bfe7bb8b7a0c6
13-10-2024,42,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,227195,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
13-10-2024,43,Daily Duppy (feat. GRM Daily),Nines,58,192439,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273aa9a94439cf84d49f01c0361
13-10-2024,44,Escapism.,RAYE,86,272373,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27394e5237ce925531dbb38e75f
13-10-2024,45,Riptide,Vance Joy,82,204280,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273a9929deb093a6617d2493b03
13-10-2024,46,Calling For You (feat. 21 Savage),Drake,84,285630,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
13-10-2024,47,The Night We Met,Lord Huron,82,208211,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
13-10-2024,48,No Role Modelz,J. Cole,90,292799,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
13-10-2024,49,Style,Taylor Swift,82,231000,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
13-10-2024,50,Speed Drive (From Barbie The Album),Charli XCX,87,117809,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273cd6f4f3b7d178e0a8b963da1
14-10-2024,1,Strangers,Kenya Grace,97,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
14-10-2024,2,greedy,Tate McRae,8,131872,single,3,TRUE,https://i.scdn.co/image/ab67616d0000b27358b0a8eefb8b1ec57b0d9394
14-10-2024,3,Paint The Town Red,Doja Cat,86,230480,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
14-10-2024,4,Prada,cassö & RAYE & D-Block Europe,93,132359,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
14-10-2024,5,Sprinter,Dave & Central Cee,94,229133,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
14-10-2024,6,Water,Tyla,90,200255,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
14-10-2024,7,Cruel Summer,Taylor Swift,99,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
14-10-2024,8,vampire,Olivia Rodrigo,95,219724,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
14-10-2024,9,IDGAF (feat. Yeat),Drake,88,260111,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
14-10-2024,10,adore u,Fred again.. & Obongjayar,84,220653,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273f14e70dbc29485778e114039
14-10-2024,11,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Chase & Status & Bou & Flowdan,80,177291,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273adfadf345224340773549507
14-10-2024,12,My Love Mine All Mine,Mitski,92,137773,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
14-10-2024,13,Dance The Night - From Barbie The Album,Dua Lipa,95,176579,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
14-10-2024,14,Disconnect,Becky Hill & Chase & Status,80,164914,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27309dc775999d5a6d87d156c2f
14-10-2024,15,ten,Fred again.. & Jozzy,45,182013,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ae7462e7129d3b075f37af0e
14-10-2024,16,First Person Shooter (feat. J. Cole),Drake,88,247444,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
14-10-2024,17,fukumean,Gunna,95,125040,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
14-10-2024,18,Asking,Sonny Fodera & MK & Clementine Douglas,78,191590,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273134ef642daa4982eef39577c
14-10-2024,19,(It Goes Like) Nanana - Edit,Peggy Gou,92,231545,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739a8459318ff1a68ecfd74522
14-10-2024,20,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,96,222369,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
14-10-2024,21,bad idea right?,Olivia Rodrigo,93,184783,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
14-10-2024,22,get him back!,Olivia Rodrigo,92,211141,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
14-10-2024,23,DArkSide,Bring Me The Horizon,0,164790,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27301aa13aa3a7c9f2df2db0d0f
14-10-2024,24,City Boys,Burna Boy,84,153346,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27339550ce4ccf28a1a4b82a443
14-10-2024,25,Mr. Brightside,The Killers,87,222973,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
14-10-2024,26,Daylight,David Kushner,95,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
14-10-2024,27,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,83,319191,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
14-10-2024,28,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,93,215466,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
14-10-2024,29,Giving Me,Jazzy,82,169000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c62f6e3708772daaa05e787d
14-10-2024,30,Anti-Hero,Taylor Swift,92,200690,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
14-10-2024,31,Dreams - 2004 Remaster,Fleetwood Mac,88,257800,album,58,FALSE,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b
14-10-2024,32,Slime You Out (feat. SZA),Drake,82,310490,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
14-10-2024,33,As It Was,Harry Styles,94,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
14-10-2024,34,Virginia Beach,Drake,86,251094,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
14-10-2024,35,I Wanna Be Yours,Arctic Monkeys,95,183956,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
14-10-2024,36,SAY MY GRACE (feat. Travis Scott),Offset,0,173253,album,21,TRUE,https://i.scdn.co/image/ab67616d0000b2738473cdc72d9c6f9a2787e070
14-10-2024,37,Style,Taylor Swift,82,231000,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
14-10-2024,38,Good Love,Hannah Laing & RoRo,79,169534,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735647f33c586bfe7bb8b7a0c6
14-10-2024,39,DNA (Loving You) [feat. Hannah Boleyn],Billy Gillies & Hannah Boleyn,72,164919,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27360c614f7030dd6078ee0d3f0
14-10-2024,40,Rush,Troye Sivan,35,156391,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b27367103283a4eb57578a428252
14-10-2024,41,Pink + White,Frank Ocean,90,184516,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
14-10-2024,42,Stick Season,Noah Kahan,84,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
14-10-2024,43,Another Love,Tom Odell,91,244360,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
14-10-2024,44,Riptide,Vance Joy,82,204280,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273a9929deb093a6617d2493b03
14-10-2024,45,Escapism.,RAYE,86,272373,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27394e5237ce925531dbb38e75f
14-10-2024,46,Kill Bill,SZA,91,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
14-10-2024,47,Can't Play Myself (A Tribute To Amy),Skepta,34,174330,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273af20826cd7ffc3bcedab235b
14-10-2024,48,Why'd You Only Call Me When You're High?,Arctic Monkeys,90,161123,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
14-10-2024,49,Sweater Weather,The Neighbourhood,92,240400,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921
14-10-2024,50,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,93,227195,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273e5a25ed08d1e7e0fbb440cef
15-10-2024,1,Strangers,Kenya Grace,97,172964,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2734756c2e9ae436437cd75e9f3
15-10-2024,2,greedy,Tate McRae,31,131872,single,3,TRUE,https://i.scdn.co/image/ab67616d0000b27358b0a8eefb8b1ec57b0d9394
15-10-2024,3,Paint The Town Red,Doja Cat,86,230480,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273a840032f14ab22da396e43cb
15-10-2024,4,Prada,cassö & RAYE & D-Block Europe,94,132359,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e4b7dccdfd54375ded9ccc5c
15-10-2024,5,Sprinter,Dave & Central Cee,94,229133,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
15-10-2024,6,Water,Tyla,90,200255,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e
15-10-2024,7,Cruel Summer,Taylor Swift,99,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
15-10-2024,8,vampire,Olivia Rodrigo,95,219724,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
15-10-2024,9,IDGAF (feat. Yeat),Drake,89,260111,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
15-10-2024,10,adore u,Fred again.. & Obongjayar,84,220653,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273f14e70dbc29485778e114039
15-10-2024,11,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",Chase & Status & Bou & Flowdan,80,177291,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273adfadf345224340773549507
15-10-2024,12,My Love Mine All Mine,Mitski,92,137773,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10
15-10-2024,13,Dance The Night - From Barbie The Album,Dua Lipa,95,176579,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
15-10-2024,14,Disconnect,Becky Hill & Chase & Status,80,164914,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27309dc775999d5a6d87d156c2f
15-10-2024,15,ten,Fred again.. & Jozzy,45,181545,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732af42a9da3cf7cbe54a9de9a
15-10-2024,16,First Person Shooter (feat. J. Cole),Drake,89,247444,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
15-10-2024,17,fukumean,Gunna,95,125040,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
15-10-2024,18,Asking,Sonny Fodera & MK & Clementine Douglas,78,191590,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273134ef642daa4982eef39577c
15-10-2024,19,(It Goes Like) Nanana - Edit,Peggy Gou,92,231545,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739a8459318ff1a68ecfd74522
15-10-2024,20,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,96,222369,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e
15-10-2024,21,bad idea right?,Olivia Rodrigo,93,184783,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
15-10-2024,22,get him back!,Olivia Rodrigo,92,211141,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
15-10-2024,23,DArkSide,Bring Me The Horizon,48,164790,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27301aa13aa3a7c9f2df2db0d0f
15-10-2024,24,City Boys,Burna Boy,84,153346,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27339550ce4ccf28a1a4b82a443
15-10-2024,25,Mr. Brightside,The Killers,87,222973,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
15-10-2024,26,Daylight,David Kushner,95,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
15-10-2024,27,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,84,319191,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
15-10-2024,28,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,93,215466,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
15-10-2024,29,Giving Me,Jazzy,82,169000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c62f6e3708772daaa05e787d
15-10-2024,30,Anti-Hero,Taylor Swift,92,200690,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
15-10-2024,31,Dreams - 2004 Remaster,Fleetwood Mac,88,257800,album,58,FALSE,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b
15-10-2024,32,Slime You Out (feat. SZA),Drake,82,310490,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
15-10-2024,33,As It Was,Harry Styles,94,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
15-10-2024,34,Virginia Beach,Drake,86,251094,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b273645df540579450bd3dd9df88
15-10-2024,35,I Wanna Be Yours,Arctic Monkeys,95,183956,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
15-10-2024,36,SAY MY GRACE (feat. Travis Scott),Offset,73,173253,album,21,TRUE,https://i.scdn.co/image/ab67616d0000b2738473cdc72d9c6f9a2787e070
15-10-2024,37,Style,Taylor Swift,82,231000,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
15-10-2024,38,Good Love,Hannah Laing & RoRo,79,169534,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2735647f33c586bfe7bb8b7a0c6
15-10-2024,39,DNA (Loving You) [feat. Hannah Boleyn],Billy Gillies & Hannah Boleyn,72,164919,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27360c614f7030dd6078ee0d3f0
15-10-2024,40,Rush,Troye Sivan,35,156391,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b27367103283a4eb57578a428252
15-10-2024,41,Pink + White,Frank Ocean,90,184516,album,17,FALSE,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
15-10-2024,42,Stick Season,Noah Kahan,84,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
15-10-2024,43,Another Love,Tom Odell,91,244360,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
15-10-2024,44,Riptide,Vance Joy,82,204280,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273a9929deb093a6617d2493b03
15-10-2024,45,Escapism.,RAYE,86,272373,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27394e5237ce925531dbb38e75f
